gene_id	TCGA-05-4417-01A-22R-1858-07	TCGA-35-3615-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-44-7671-01A-11R-2066-07	TCGA-55-7281-01A-11R-2039-07	TCGA-55-8203-01A-11R-2241-07	TCGA-55-8299-01A-11R-2287-07	TCGA-55-8615-01A-11R-2403-07	TCGA-62-A46S-01A-11R-A24H-07	TCGA-69-7980-01A-11R-2187-07	TCGA-78-7148-01A-11R-2039-07	TCGA-78-7160-01A-11R-2039-07	TCGA-78-7161-01A-11R-2039-07	TCGA-86-7713-01A-11R-2066-07	TCGA-4B-A93V-01A-11R-A39D-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6975-01A-11R-1949-07	TCGA-55-7283-01A-11R-2039-07	TCGA-55-7911-01A-11R-2170-07	TCGA-55-7914-01A-11R-2170-07	TCGA-55-8514-01A-11R-2403-07	TCGA-69-7978-01A-11R-2187-07
C7|730	1944.89	849.253	1381.47	2256.32	799.43	703.67	6169.48	197.326	890.508	2467.12	1449.61	2292.74	1008.96	683.701	25.9794	90.3165	274.937	1867.67	732.655	1095.95	2112.9	877.942
C7orf10|79783	38.1227	60.104	13.6494	64.5924	104.273	44.0805	38.8575	29.9465	20.3091	25.1091	14.3579	29.0221	22.4131	4.5692	26.4605	88.7857	93.881	4.5113	6.8719	69.4653	4.5161	37.996
C7orf11|136647	354.541	508.772	363.506	306.892	387.464	466.283	296.922	772.727	299.779	493.302	273.332	455.521	537.914	241.688	1355.26	349.53	493.713	447.619	419.189	428.786	537.419	319.771
C7orf13|129790	205.863	85.1202	242.098	81.2918	59.8291	209.079	118.684	266.31	139.514	475.542	45.7325	262.461	534.24	122.407	623.987	56.1289	173.512	98.7469	63.4333	161.419	64.5161	345.326
C7orf16|10842	0.6354	0	0	0.3151	1.1396	0.4044	0	2.139	0.4415	0.6124	0	0	0.3674	0	3.3677	0	1.6764	0	0	0	0.6452	1.0087
C7orf23|79161	222.853	860.552	594.777	475.431	878.53	406.187	497.676	173.615	262.066	352.933	308.37	309.678	223.198	173.313	351.507	274.521	211.987	845.584	432.79	1382.06	1388.18	347.619
C7orf25|79020	228.565	238.314	190.28	289.352	300.855	399.381	316.774	426.08	196.168	284.774	215.235	582.385	221.412	189.871	81.0703	454.374	358.34	256.14	219.902	423.783	292.29	225.561
C7orf26|79034	587.725	473.359	612.787	557.385	484.9	619.553	524.154	1029.41	356.291	850.647	397.767	656.782	691.867	458.366	684.606	680.18	543.168	645.614	380.071	600.7	1000.65	566.577
C7orf27|221927	594.079	771.28	964.799	805.041	1137.32	1016.68	650.864	2150.8	744.812	1378.55	848.71	1181.07	1586.55	1055.01	3323.44	1032.26	1171.84	1067.17	962.072	906.547	3021.29	1260.26
C7orf28A|51622	1475.35	1427.88	654.454	574.084	1048.43	1009.81	1033.1	1159.89	1106.4	1327.72	660.463	1229.02	1067.38	1100.7	1314.37	2327.31	1370.49	1518.8	1098.45	1450.27	1851.61	1195.36
C7orf28B|221960	568.028	702.404	984.195	1116.98	952.137	990.8	710.417	1155.08	664.018	400.214	665.78	690.852	1036.15	513.918	1269.14	1435.37	626.153	562.907	606.317	1435.28	620	542.367
C7orf29|113763	477.169	361.598	186.782	313.824	251.852	309.777	368.724	136.364	376.6	364.694	254.72	194.322	556.653	252.991	722.613	400.046	119.028	170.927	415.488	426.787	260.645	434.096
C7orf30|115416	351.364	491.878	420.259	354.785	360.684	380.952	332.823	643.85	376.6	406.951	361.606	389.905	482.8	309.024	851.548	532.714	461.023	517.293	432.404	364.818	1040	366.51
C7orf31|136895	99.119	78.6225	105.603	127.294	119.088	68.7494	85.74	62.5668	68.4327	125.852	114.331	71.2934	10.288	12.5053	88.5225	164.305	132.439	114.787	108.894	111.944	5.1613	140.215
C7orf33|202865	0	0	0	0	0	0	0	0	0	0.9186	0	0	0	0	0	0	0	0	0	0	0	0
C7orf34|135927	0	0.3249	0	0	0	0	0.8447	0	0	0	0	0	0	0.2405	0.4811	0	0	0	0	0	0.6452	0.6725
C7orf36|57002	212.216	413.905	200.431	153.446	201.709	267.314	183.306	282.353	167.77	172.702	169.636	167.192	316.355	155.594	469.073	213.8	172.674	234.587	189.771	217.391	309.677	118.695
C7orf40|285958	213.487	805.718	236.351	317.605	409.687	479.628	506.508	712.299	550.11	200.26	214.837	285.804	464.796	1321.23	1629.49	1014.91	285.834	466.165	679.265	762.734	1305.81	528.245
C7orf41|222166	1534.44	2068.55	1336.93	1286.18	1046.15	763.522	493.322	1611.76	910.817	414.606	388.726	832.808	1611.54	606.024	3641.93	464.849	238.055	980.451	485.794	1520.74	861.936	326.832
C7orf42|55069	2603.15	2339.18	3514.37	3082.16	3927.64	2875.75	3095.09	1459.89	3495.36	2745.46	3925.02	3391.8	5102.1	2266.1	3649.15	6675.26	3303.44	3774.94	2517.77	3361.82	2405.81	4452.59
C7orf43|55262	340.563	305.718	397.988	356.676	411.966	456.981	527.956	667.38	489.625	399.908	286.094	586.12	291.37	232.55	327.63	305.647	454.317	318.296	305.537	205.397	829.677	521.856
C7orf44|55744	884.447	962.963	584.77	705.159	470.086	804.368	613.696	1009.09	762.472	773.789	834.353	926.183	875.948	795.527	992.51	862.854	786.253	629.073	632.747	716.642	907.097	553.8
C7orf45|136263	0	0	0	0.6302	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0
C7orf46|340277	89.5884	125.731	80.4598	119.417	105.413	152.462	91.6531	249.198	270.64	126.158	92.5286	88.959	249.851	145.013	293.471	50.0057	56.9992	161.404	143.782	183.408	199.355	58.5071
C7orf4|64433	0	0.3249	0	0.6302	0	0	0	0.5348	0.4415	0.3062	0	0.6309	1.8371	0	3.3677	0	2.5147	0.5013	0	0.4998	0	0.3362
C7orf47|221908	127.711	286.225	161.638	182.119	304.843	335.659	274.537	524.599	328.035	188.012	183.994	158.36	284.757	301.569	917.94	164.815	265.717	304.762	200.344	267.866	780	377.942
C7orf49|78996	430.818	505.608	395.251	573.152	463.726	569.075	995.311	343.519	502.883	473.227	566.434	673.867	554.202	899.831	579.399	466.61	1342.08	624.652	515.914	548.226	509.542	727.949
C7orf50|84310	1115.09	2015.59	1005.03	1093.03	1419.94	968.153	797.847	1910.7	1240.62	1251.47	1027.92	801.893	1476.69	987.194	3232.03	1027.16	1127.41	1317.29	792.388	1078.96	3400	1670.81
C7orf51|222950	0	2.924	3.592	2.8358	3.4188	6.4705	4.2236	10.6952	4.415	9.1863	6.9131	2.5237	5.5114	4.5692	0.9622	4.5924	1.6764	3.5088	3.7003	1.4993	16.129	4.7075
C7orf52|375607	0	1.9493	0	0	0	0.4044	0	2.139	0.4415	1.2248	1.0635	0.6309	0.3674	0	1.4433	3.5718	0.8382	0	14.2725	1.4993	5.8065	0.3362
C7orf53|286006	4.4476	5.5231	5.0287	4.7263	5.698	13.3455	7.6026	10.1604	28.2561	16.229	3.1906	9.4637	23.5154	43.5279	77.4572	4.0821	6.7058	5.5138	13.7439	6.4968	105.161	9.7512
C7orf54|27099	1.2708	0.6498	2.1552	0.9453	4.5584	3.6397	5.9131	0	1.3245	3.3683	1.5953	1.8927	8.8183	0.9619	5.7732	2.5513	1.6764	2.5063	5.2861	2.9985	2.5806	3.3625
C7orf55|154791	111.63	392.138	280.172	256.794	183.857	273.356	169.144	213.369	148.344	276.2	86.1686	126.814	164.975	248.932	633.128	61.2315	169.321	138.346	143.507	101.949	280.645	74.2233
C7orf57|136288	5.7184	4.5484	15.0862	41.2761	22.2222	7.2793	2.1118	1.0695	28.2561	30.0084	17.5485	6.3091	38.9474	72.6267	11.0653	285.237	1.6764	120.802	2.6431	42.9785	53.5484	7.3974
C7orf58|79974	267.494	157.245	102.73	143.048	197.151	63.0877	147.828	22.4599	169.536	135.344	73.9165	350.789	65.0347	30.3012	84.1926	436.275	166.806	204.01	105.194	56.4718	41.9355	384.667
C7orf59|389541	719.884	2377.19	1017.96	1000.08	1391.45	835.911	947.786	903.743	933.333	590.676	717.362	638.486	699.583	573.799	1520.28	441.887	790.444	651.128	935.113	641.179	1408.39	655.01
C7orf60|154743	203.321	339.506	223.419	302.166	336.182	264.483	241.17	145.989	227.373	298.553	208.455	222.713	205.025	247.219	141.925	309.729	274.099	243.108	239.461	286.857	475.484	286.483
C7orf61|402573	4.4476	0.9747	1.4368	7.2469	6.2678	5.6617	8.4473	7.4866	3.532	18.6787	5.3177	4.4164	2.572	11.7838	10.5842	5.6129	9.2205	1.0025	4.2289	1.999	40	10.4237
C7orf63|79846	24.7798	41.2606	26.5805	31.8236	33.0484	38.8232	77.7151	27.2727	39.7351	39.8071	18.0803	27.1293	59.5233	80.3223	69.7596	21.9413	18.4409	106.266	24.8447	20.9895	75.4839	93.1406
C7orf64|84060	153.762	400.585	211.207	211.737	148.718	228.895	264.4	167.914	254.305	172.089	204.733	235.962	187.021	254.674	207.354	328.609	219.614	271.679	355.755	335.832	267.097	311.701
C7orf65|401335	1.2708	0	0	0	0.5698	0	0	0	0	0	0	0	0	0	0	1.5308	0	0	0	0.4998	0	1.345
C7orf66|154907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf68|29923	221.747	291.098	86.9253	328.633	156.125	342.534	209.915	250.267	121.854	143.305	296.198	244.164	174.896	393.194	2031.69	809.277	683.152	210.025	148.54	174.912	755.484	365.501
C7orf69|80099	0	0.6498	0	0.6302	0	0	0.4224	1.6043	0	0.3062	0	0	0.3674	0.7215	0	1.5308	0.8382	0	1.0572	0	3.2258	1.345
C7orf70|84792	471.451	612.736	295.977	349.429	418.803	507.937	456.576	624.599	334.216	470.642	336.081	511.672	371.837	264.053	465.705	1239.94	568.315	463.659	403.859	477.261	714.839	746.469
C7orf71|285941	0	0.3249	0	0	0.5698	0	0.4224	0	0.883	0	0.5318	0	0	0	0	0	0	0	0.5286	0.4998	0.6452	0.3362
C7orf72|100130988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6725
C8A|731	16.5198	1.9493	0	2.2056	0	4.0441	0.4224	0	228.256	0.6124	47.3278	39.1167	77.5273	3.8478	1.4433	0	0	0	0.5286	0	0.6452	0
C8B|732	142.96	9.7466	6.4655	17.9598	4.5584	10.919	2.5342	1.6043	1378.37	2.7559	84.552	34.0694	435.035	145.734	0	7.6539	0	1.0025	0.5286	0	7.0968	1.6812
C8G|733	1.9061	1.6244	2.1552	3.1508	0	3.6397	0.4224	74.3316	9.2715	2.4497	1.0635	3.1546	12.1251	14.6696	34.1581	0.5103	4.1911	1.0025	2.1144	1.4993	1.9355	0.6725
C8orf12|83656	0	0	0	3.1508	0	0	0.4224	0.5348	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3362
C8orf22|492307	0	0	0	0.6302	0	0	0	0	0.883	0	0	0	0	0	0	0	0	0	0	0	0.6452	0
C8orf30A|51236	965.775	723.522	867.816	800	792.593	770.802	590.888	935.294	2051.66	381.842	772.135	617.666	989.116	2491.91	450.791	868.977	644.593	878.697	589.401	706.147	1020	464.022
C8orf31|286122	13.3429	5.1982	1.4368	4.4112	50.7123	4.0441	18.584	8.5561	2.649	2.1435	8.5084	30.9148	98.4707	105.573	0.4811	49.4955	8.3822	2.005	85.1064	3.998	132.903	10.7599
C8orf33|65265	1001.99	1195.91	996.408	1261.6	727.066	1057.93	769.548	759.893	3595.59	524.841	1229.46	1023.97	1167.32	3752.54	807.768	1424.65	1154.23	1516.79	927.712	1360.82	1214.84	941.829
C8orf34|116328	8.8953	150.747	37.3563	50.0985	58.1197	9.7058	64.6218	1.6043	925.386	14.3918	22.3345	54.8896	4.7766	106.776	6.7354	2.0411	8.3822	16.5414	26.9592	70.4648	82.5806	9.4149
C8orf37|157657	64.8086	63.0279	40.9483	29.933	28.49	101.506	81.094	28.3422	33.5541	27.865	73.9165	43.5331	151.748	69.0194	52.44	37.2492	48.6169	83.208	54.9756	85.957	49.6774	36.3147
C8orf38|137682	266.859	282.976	227.012	332.414	198.291	266.101	146.56	269.519	197.351	121.565	147.833	121.136	554.081	398.004	741.376	288.298	153.395	210.025	158.583	496.752	527.097	113.652
C8orf39|55472	6.3538	2.2742	2.8736	2.5207	1.1396	8.0882	5.0684	6.4171	6.6225	7.9614	4.2542	3.7855	9.9206	7.936	7.6976	5.1026	5.0293	1.5038	7.9292	7.4963	3.2258	9.7512
C8orf40|114926	454.296	548.733	512.213	535.014	409.687	373.673	386.041	313.369	752.318	212.815	584.951	490.852	454.508	97.1563	497.458	660.79	415.759	310.276	222.545	438.281	808.387	239.744
C8orf41|80185	286.143	295.111	282.866	260.78	229.339	298.566	239.236	248.423	317.4	171.985	280.558	245.628	222.151	116.823	209.933	142.537	237.142	228.226	340.811	247.221	186.439	242.293
C8orf42|157695	866.021	773.879	867.098	708.31	725.926	725.912	512.751	1388.24	1875.5	508.612	590.8	651.104	1032.47	370.348	2089.42	56.6392	346.186	511.278	484.208	982.509	1029.68	388.702
C8orf44|56260	18.1909	28.3918	18.398	14.1126	13.1054	27.338	26.9891	20.1604	103.386	54.107	16.2244	22.1451	36.5591	54.3594	58.0496	34.1876	7.2925	17.8546	48.3996	50.4098	36.729	26.7317
C8orf45|157777	20.9675	30.2144	22.2701	24.2615	29.0598	19.4116	21.963	25.6684	48.1236	19.9035	27.1204	40.3785	38.2125	70.7028	40.4124	28.5747	24.3085	57.6441	19.5586	93.953	38.7097	61.197
C8orf4|56892	9601.2	10557.8	17864.9	12689.7	11692.9	15209	7072.5	11237.4	29025.6	9167.88	11547.5	8968.45	30481.1	6296.16	23945.3	500.568	2152.56	5399	9234.84	431.284	865.807	529.59
C8orf46|254778	6.3538	5.848	10.0575	2.8358	15.9544	2.4264	15.2051	4.8128	34.8786	26.9463	5.3177	5.0473	3.6743	15.8721	6.7354	211.759	2.5147	7.0175	66.0764	4.9975	9.0323	8.7424
C8orf47|203111	230.007	136.452	63.9368	201.339	3.9886	98.6756	27.0313	179.144	156.733	43.4816	179.208	112.303	355.303	30.7822	107.766	0.5103	178.542	4.01	1.5858	173.913	1.9355	14.7949
C8orf48|157773	17.7906	64.6524	20.8333	36.5498	35.8974	13.3455	27.0313	20.3209	23.3996	37.3574	10.6355	11.3565	6.6137	28.3773	2.8866	10.7155	20.1174	20.0501	29.6022	34.4828	5.8065	7.7337
C8orf51|78998	54.0072	9.0968	14.3678	31.8236	30.7692	25.0733	32.0997	85.0267	59.1611	19.9035	34.5653	18.9274	120.149	337.161	50.5156	45.4134	46.1023	61.1529	39.1172	20.9895	147.742	15.1311
C8orf55|51337	700.187	946.394	1251.44	876.566	602.849	841.573	675.783	1020.86	2418.54	409.094	1258.18	611.987	1322.37	3389.89	702.888	505.67	1077.95	1066.67	533.897	1006.5	2374.84	322.798
C8orf56|157556	3.1832	0.104	0	0.5798	0.5698	3.3364	1.1657	33.3048	4.5651	0.8329	0	0.2461	4.0968	0.6205	12.0708	0	0	0.3659	0	0.4998	0	0.3362
C8orf58|541565	128.982	179.012	159.483	166.05	253.561	205.439	280.028	143.315	139.956	186.787	163.255	126.814	159.096	80.5627	168.866	130.627	305.113	166.416	167.041	91.4543	225.806	195.36
C8orf59|401466	642.514	924.428	429.224	468.159	515.732	833.299	509.422	413.182	2085.34	341.229	440.617	331.634	967.754	817.957	794.841	654.31	260.88	666.356	547.519	633.518	734.239	343.776
C8orf71|26138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf73|642475	912.404	181.936	1331.9	1209.93	1843.3	255.181	485.297	140.107	1132.89	1106.02	254.188	254.259	110.596	1591.53	378.626	1629.27	918.692	856.14	225.188	762.119	5276.13	198.05
C8orf74|203076	0	0	0	0	0	0	0	0	0	1.2248	0	0	0	0	0	0	1.6764	0	0	0	0	0
C8orf75|619351	7.6245	1.9493	2.1552	5.3564	0	18.6028	3.3789	13.9037	5.298	1.2248	35.6288	8.2019	8.0834	8.1765	11.0653	0	1.6764	3.0075	20.0872	0	0.6452	1.345
C8orf76|84933	759.277	657.957	338.362	420.323	296.866	659.59	358.165	975.936	3353.33	287.224	822.654	617.666	752.86	761.138	870.792	655.718	453.479	403.509	446.676	376.812	405.161	342.004
C8orf77|286103	3.1769	11.371	3.592	5.3564	1.7094	12.5366	7.1802	6.4171	35.7616	6.1242	1.0635	5.0473	19.4737	14.9101	10.1031	2.0411	2.5147	1.0025	16.3869	7.996	17.4194	9.7512
C8orf79|57604	36.2166	169.916	59.6264	35.9197	42.1652	20.6248	70.5349	49.1979	26.4901	19.2911	65.4081	39.7476	24.9851	9.8599	40.8935	12.2463	29.3378	48.1203	42.2889	13.993	12.2581	19.8386
C8orf80|389643	70.527	9.4217	13.6494	10.3978	8.547	142.756	21.963	3.7433	46.3576	17.4539	9.5719	14.511	11.7577	38.7182	52.44	8.1642	36.8818	10.0251	49.6894	92.4538	10.9677	112.643
C8orf83|286144	1305.7	1220.6	644.397	1341	909.971	1368.11	537.67	751.337	672.848	680.089	1517.15	970.347	2041.8	664.943	759.658	690.896	328.583	1201	661.821	1056.97	1203.23	763.618
C8orf84|157869	48.2888	30.5393	32.3276	23.3163	38.7464	62.2788	35.4786	308.021	132.45	32.1519	12.2308	71.2934	55.1142	54.5903	33.677	5.6129	11.7351	74.6867	28.0164	25.987	48.3871	18.8299
C8orf85|441376	1.9061	15.5945	97.7011	17.0146	9.6866	3.2353	13.0933	1.0695	65.3422	34.2953	33.5017	57.4132	15.432	5.2907	0.4811	1.0205	1.6764	33.0827	4.2289	44.4778	61.2903	2.3537
C8orf86|389649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4433	0	0	0	0	0	0	0
C8ORFK29|340393	0	3.59	0.7328	0	3.4188	5.7386	1.2924	4.8503	6.2119	0.9278	0	0	1.8555	14.6071	5.7973	11.7411	1.6932	2.005	5.8306	1.5042	13.5742	24.2434
C9|735	0	0	0	0.6302	2.849	0	1.6895	0	0	0.3062	2.1271	1.8927	0	0.481	0	0.5103	0	0	0	0	1.2903	1.345
C9orf100|84904	92.1172	55.1429	72.3994	36.805	65.1168	232.167	116.796	178.417	273.899	183.6	132.906	96.4669	214.626	193.416	290.007	106.058	206.664	66.2957	220.759	97.6362	173.981	140.393
C9orf102|375748	74.5998	82.7128	90.7543	77.1926	18.0741	59.8888	77.808	31.7273	54.2649	88.5983	60.787	126.278	54.405	96.7763	76.8077	96.1029	70.6957	105.028	96.6354	57.2364	33.4194	173.81
C9orf103|414328	147.408	251.137	112.069	172.036	153.276	84.9257	51.9508	125.668	80.3532	55.7299	140.388	87.6972	66.137	14.1887	246.323	42.8621	101.425	94.7368	142.196	77.4613	50.3226	76.3282
C9orf106|414318	0	0.3249	0	0	0	2.022	0.4224	0	0.883	1.531	0	0.6309	1.8371	1.4429	0.9622	0	0	1.0025	0.5286	2.9985	3.871	0.6725
C9orf109|286333	8.2599	10.3964	2.8736	9.4525	24.5014	9.3014	29.5655	10.6952	7.5055	15.6166	2.6589	12.6183	5.5114	1.4429	11.5464	14.7976	19.2791	6.5163	16.3869	21.989	5.1613	38.6685
C9orf110|100128385	106.744	50.6823	32.3276	71.8393	79.7721	48.529	108.548	48.1283	51.2141	64.61	12.7626	99.6845	37.4776	15.8721	35.1203	163.794	84.6605	61.1529	47.575	91.954	23.2258	336.584
C9orf114|51490	357.197	536.468	536.731	796.376	478.086	487.271	599.014	528.765	370.371	406.593	426.86	353.823	402.627	697.183	1194.39	358.526	325.239	507.905	478.028	331.979	570.452	551.026
C9orf11|54586	0.6354	0	0	0	0.5698	0	0.4224	0	0	0	0	0	0	0	0	0	0.8382	0	0.5286	1.4993	0	0.3362
C9orf116|138162	48.2888	106.238	60.3448	156.912	96.8661	84.1169	18.584	50.8021	79.9117	71.6528	46.7961	89.5899	98.1032	134.672	222.75	9.1847	66.2196	133.835	28.0164	14.4928	50.3226	36.9872
C9orf117|286207	5.7184	5.1982	5.0287	54.1946	7.9772	15.3675	4.2236	7.4866	19.426	10.7173	1.0635	7.571	47.3982	40.1611	25.4983	4.0821	5.0293	10.5263	1.5858	3.998	14.1935	11.0995
C9orf119|375757	273.848	543.86	349.138	275.384	354.986	314.225	271.58	444.385	263.576	297.328	271.204	302.208	417.765	299.886	1131.07	202.064	274.937	152.882	247.919	188.406	279.355	197.714
C9orf122|158228	22.8736	113.385	15.8046	23.3163	18.8034	52.573	19.4288	70.5882	18.543	38.276	51.0503	28.3912	81.2016	27.4154	49.0723	0.5103	22.632	47.1178	146.425	19.4903	0.6452	23.5373
C9orf123|90871	432.057	1282.65	536.638	360.457	409.687	539.076	492.055	259.358	298.896	1516.65	364.265	384.227	295.779	214.032	845.775	343.917	404.024	361.905	687.194	616.192	596.774	385.676
C9orf125|84302	138.512	538.986	1366.38	303.742	14.8148	49.7422	112.771	19.2513	50.7726	67.6721	502.526	30.2839	11.3903	26.6939	13.9519	47.4544	98.0721	59.1479	12.6867	9.4953	14.8387	35.306
C9orf128|392307	4.4476	1.2995	2.8736	2.2056	0.5698	2.8309	0	11.2299	1.766	30.3146	0	0.6309	1.8371	1.9239	0.9622	0	0.8382	0	4.7575	0.4998	3.2258	1.345
C9orf129|445577	91.2531	115.653	105.158	101.546	60.3989	81.929	80.9462	71.9358	63.2936	82.6946	91.7362	151.539	47.5856	105.174	48.6537	102.558	48.6169	111.729	38.0547	62.4688	18.8968	189.946
C9orf130|100128782	73.3417	196.176	121.861	72.6806	66.9801	88.3146	94.5252	49.8984	111.28	51.4828	73.7198	212.486	181.881	18.7723	217.501	8.3326	90.8801	56.1454	32.4409	134.218	35.8645	104.418
C9orf131|138724	0	1.9493	0.7184	0.3151	1.1396	4.0441	1.6895	0.5348	1.3245	2.4497	1.0635	0	6.9811	0.9619	2.8866	0.5103	0.8382	1.0025	1.5858	2.9985	3.871	2.69
C9orf135|138255	29.2274	59.4542	20.1149	64.5924	14.245	5.2573	0.4224	28.877	18.9845	16.5353	1.0635	11.3565	5.8788	0.481	25.4983	0	0	17.0426	0	2.4988	0.6452	4.035
C9orf139|401563	3.8123	3.6875	1.5374	0.3308	5.9088	13.6326	25.836	1.6738	8.83	10.5366	2.1643	2.6877	2.572	4.3095	3.3677	3.1789	0.8382	1.5739	14.7007	15.8221	10.3226	21.7418
C9orf140|89958	343.74	202.404	202.586	540.055	184.615	778.89	210.338	647.059	69.7572	274.057	438.181	414.511	295.412	589.671	865.981	747.535	791.283	321.303	459.363	438.781	231.613	535.306
C9orf142|286257	329.126	557.83	355.603	425.995	594.302	314.63	322.264	643.85	438.411	442.471	394.044	319.874	526.524	496.363	316.083	152.058	299.246	377.444	310.295	276.862	630.968	323.134
C9orf144|389715	0	0	0	0	1.1396	0.4044	0	0	1.3245	0	0	0	0	0	0.4811	0	0	0	0	0	0	0
C9orf144B|259308	0.6354	0.3249	0	0	0	0.8088	0.4224	0	0	1.2248	0	0	0.3674	0.7215	0.4811	0	0	0	1.5858	0	0	3.0262
C9orf150|286343	498.772	634.828	548.132	342.812	194.872	347.791	235.257	285.562	283.885	581.183	400.957	425.868	381.758	136.115	129.416	354.122	411.567	162.907	160.169	186.407	534.839	387.357
C9orf152|401546	382.498	1335.61	4825.43	2694.29	331.624	869.477	178.66	660.428	817.66	619.46	1795.27	3932.49	315.253	247.46	342.544	1.5308	24.3085	647.619	291.793	397.801	433.548	29.926
C9orf153|389766	3.1769	0.9747	1.4368	0.9453	1.7094	0.4044	2.1118	0.5348	2.2075	0	1.5953	0	2.9394	0.481	0.4811	0.5103	1.6764	0.5013	1.5858	1.999	0.6452	2.0175
C9orf156|51531	162.022	397.661	258.621	180.228	205.128	189.263	201.468	145.454	271.965	265.789	183.994	322.397	142.562	109.18	384.399	103.073	183.571	188.972	196.643	155.422	161.29	206.456
C9orf163|158055	3.1769	10.7212	2.8736	4.7263	0	16.1763	3.8013	11.2299	19.426	15.0042	5.3177	5.0473	11.7577	12.2648	29.8282	1.0205	4.1911	8.0201	11.1008	1.4993	9.0323	5.38
C9orf167|54863	868.562	1073.1	1000.72	1668.06	998.86	760.287	750.542	995.722	909.492	1229.12	1492.16	1892.11	913.426	1064.15	1459.66	242.885	611.064	745.363	620.589	721.139	995.484	1099.53
C9orf16|79095	678.584	1295.32	743.534	1146.91	1251.85	687.494	333.668	1039.04	758.94	1042.64	640.255	757.729	608.093	349.907	1563.1	346.468	462.699	658.145	780.23	397.301	1401.94	677.539
C9orf169|375791	1.7028	9.3015	35.2802	65.9819	11.7721	50.5834	9.6975	23.9626	8.8742	4.5625	29.0242	5.6719	7.6792	14.2776	30.7616	17.4204	80.0084	3.6742	0	0.7746	22.3484	4.0182
C9orf170|401535	0.6354	0	0	0.3151	0.5698	0.4044	0.4224	0	0	9.1863	0	0.6309	0.7349	0.2405	0	1.5308	0.8382	0	0	0	1.2903	0.6725
C9orf171|389799	3.8123	6.1728	5.0287	42.5364	6.2678	0.4044	0.4224	0	1.766	33.6829	0	1.8927	51.4399	0.481	0.4811	0	0	36.0902	2.1144	0.9995	0.6452	6.3887
C9orf172|389813	43.8411	8.1222	7.1839	15.1241	10.8262	27.4997	3.3789	145.454	35.3201	17.4539	13.2943	19.5584	20.2085	43.5279	54.8455	5.1026	5.0293	16.0401	14.2725	28.4858	25.8065	21.5198
C9orf173|441476	35.5812	0.3249	1.4368	0.3151	3.4188	6.8749	1.2671	108.556	1.766	1.2248	0.5318	0.6309	6.6137	11.5433	284.812	0.5103	0	1.0025	1.5858	1.999	16.7742	0.6725
C9orf21|195827	207.769	241.066	150.862	195.983	205.698	120.514	152.474	125.668	154.967	151.573	95.1875	227.76	107.656	61.3239	166.461	264.826	200.335	152.381	144.839	48.9755	90.3226	264.963
C9orf23|138716	241.444	902.859	402.299	265.616	383.476	423.82	301.568	382.353	242.826	303.759	238.234	253.628	328.481	165.214	662.476	168.387	285.834	342.356	431.347	411.794	469.677	249.832
C9orf24|84688	10.8014	24.0416	17.9598	116.581	39.3162	2.022	1.6895	4.8128	5.7395	46.2375	1.5953	11.3565	48.1331	1.6834	18.7629	1.0205	3.3529	59.6491	3.1717	2.4988	10.9677	19.8386
C9orf25|203259	468.274	409.682	452.586	317.92	611.396	454.959	674.939	389.84	601.766	507.387	243.552	311.672	499.702	165.454	542.681	506.691	524.728	264.662	386.943	307.346	642.581	624.412
C9orf27|58483	0	0	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0
C9orf30|91283	396.978	585.188	305.74	361.72	367.652	341.575	387.275	329.594	197.351	330.126	221.457	391.653	257.681	155.722	527.565	423.783	370.813	249.058	261.012	192.164	200.316	505.084
C9orf37|85026	109.285	163.743	109.914	129.815	104.273	152.866	109.815	132.62	138.19	219.245	74.9801	107.886	185.551	93.068	445.499	80.1112	66.2196	83.208	146.954	87.4563	106.452	129.455
C9orf3|84909	1054.8	1394.07	503.843	429.328	410.199	932.027	588.261	427.289	587.532	728.102	365.307	490.53	703.757	297.731	1818.39	430.621	497.561	486.02	534.96	646.717	406.381	446.523
