gene_id	TCGA-05-4417-01A-22R-1858-07	TCGA-35-3615-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-44-7671-01A-11R-2066-07	TCGA-55-7281-01A-11R-2039-07	TCGA-55-8203-01A-11R-2241-07	TCGA-55-8299-01A-11R-2287-07	TCGA-55-8615-01A-11R-2403-07	TCGA-62-A46S-01A-11R-A24H-07	TCGA-69-7980-01A-11R-2187-07	TCGA-78-7148-01A-11R-2039-07	TCGA-78-7160-01A-11R-2039-07	TCGA-78-7161-01A-11R-2039-07	TCGA-86-7713-01A-11R-2066-07	TCGA-4B-A93V-01A-11R-A39D-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6975-01A-11R-1949-07	TCGA-55-7283-01A-11R-2039-07	TCGA-55-7911-01A-11R-2170-07	TCGA-55-7914-01A-11R-2170-07	TCGA-55-8514-01A-11R-2403-07	TCGA-69-7978-01A-11R-2187-07
STRBP|55342	904.779	766.407	842.672	714.612	470.655	1076.13	491.632	700	943.046	541.07	676.948	862.461	774.538	1134.61	1153.68	986.848	531.433	467.168	575.129	892.054	353.548	705.784
STRC|161497	1.9061	4.2235	1.4368	0.3151	1.7094	3.2353	8.8697	8.5561	3.532	44.7064	1.0635	1.8927	17.2691	1.4429	15.3952	0.5103	0	0.5464	13.7439	2.9985	35.5484	2.69
STRN3|29966	1509.02	610.136	642.96	453.722	947.578	829.833	533.447	498.396	658.72	652.836	926.339	825.237	2057.59	1653.49	3754.37	885.79	989.941	500.251	898.639	768.616	938.71	800.269
STRN4|29888	1557.95	1515.59	2675.29	1517.45	1948.72	1501.16	1465.61	3316.58	1630.46	3070.05	2593.46	1091.48	1574.43	2913.24	2588.32	1537.93	1466.05	1415.04	1464.78	1710.14	1666.45	1371.89
STRN|6801	346.917	170.89	221.983	301.536	173.219	293.196	289.742	288.77	233.113	244.661	361.606	458.675	241.768	426.862	72.6462	536.796	427.494	273.183	328.796	272.864	89.6774	565.568
STS|412	1788.59	433.398	946.839	462.229	869.516	1216.46	1232.88	508.021	464.018	735.513	879.021	1101.58	1051.21	454.759	606.668	697.019	433.361	1073.68	1296.15	427.286	1874.84	568.258
STT3A|3703	3772.24	2695.26	3832.61	2911.07	3006.27	4230.11	4908.3	3777.54	2745.7	3220.7	4366.39	2865.62	4047.59	3614.02	1416.84	6701.79	2725.06	2442.11	3921.77	4934.53	4582.58	3348.02
STT3B|201595	2281.01	3950.62	1488.51	2916.74	745.299	2452.33	1957.24	1494.12	1930.24	1313.33	2812.55	2411.99	1730.22	3031.08	924.194	2368.64	1949.71	2131.33	1677.28	1742.63	1230.32	1698.39
STUB1|10273	1257.98	1948.87	1710.12	2031.05	2447.93	1521.76	1026.71	1866.81	1901.16	1822.75	1533.73	1077.13	1026.91	1061.39	3469.28	1421.38	1076.46	1438.44	1500.51	1010.24	2526.17	1012.78
STX10|8677	342.469	916.504	482.04	525.876	417.664	477.606	497.123	448.663	509.934	296.41	403.616	276.341	397.924	306.379	732.235	401.066	272.423	510.777	447.205	270.365	878.064	229.321
STX11|8676	218.57	97.141	97.7011	351.004	251.852	143.565	329.444	36.8984	164.238	191.38	115.395	371.609	75.3227	51.464	152.99	189.307	105.616	208.521	272.235	128.436	132.258	330.868
STX12|23673	1296.17	1695.58	1546.7	1326.19	1556.13	1142.86	1345.65	682.888	1631.35	1114.29	1264.56	1451.1	1234.19	840.979	583.094	1999.72	1230.51	1282.71	1115.9	789.605	1309.68	1199.39
STX16|8675	857.126	1412.61	994.971	984.01	1017.09	1992.52	1568.66	2336.36	8752.32	1822.86	985.908	1008.2	3252.1	1365.72	2805.78	1344.54	1246.44	1230.08	2324.83	2101.45	2930.97	2268.33
STX17|55014	780.88	989.604	1044.54	897.046	588.034	836.316	947.786	505.348	731.126	927.811	726.934	1068.77	701.42	561.053	699.039	759.781	632.858	777.444	1116.43	520.74	372.903	864.828
STX18|53407	449.213	796.296	573.276	588.263	621.652	585.178	587.932	374.866	631.347	483.197	546.131	641.01	573.922	715.686	510.929	496.996	566.639	495.238	411.788	582.709	350.968	498.655
STX19|415117	54.6426	20.7927	68.2471	43.4817	45.0142	71.9846	60.8205	52.9412	73.2892	168.108	77.1072	33.4385	27.5571	71.4243	25.9794	8.1642	49.4552	60.1504	56.5614	47.4763	75.4839	10.4237
STX1A|6804	65.4313	358.649	181.013	224.948	192.473	232.498	166.412	244.904	154.084	321.139	239.256	157.716	121.6	431.903	372.256	167.825	184.384	100.752	193.995	342.749	510.135	267.868
STX1B|112755	2.5415	2.5991	1.4368	3.1508	15.9544	10.919	13.0933	10.6952	5.7395	11.0235	1.0635	11.9874	7.716	1.2024	8.1787	25.5131	8.3822	16.5414	26.9592	6.9965	31.6129	27.9085
STX2|2054	352	153.021	137.931	210.477	206.838	585.987	406.737	522.995	354.967	197.198	181.867	294.006	323.337	276.559	575.877	391.372	414.92	175.439	223.602	274.363	172.903	522.529
STX3|6809	1577.01	1296.95	1189.66	960.063	803.419	1124.25	895.835	503.209	1215.89	1253.31	597.713	754.574	860.884	987.675	584.056	1269.02	769.489	1160.9	909.211	1161.42	1449.03	897.444
STX4|6810	808.837	579.922	612.787	675.226	1509.97	881.61	840.928	592.513	1103.31	888.617	675.352	544.48	858.679	521.373	1474.57	2139.02	808.885	766.416	638.562	429.785	1529.03	1018.16
STX5|6811	1604.97	1586.42	1272.27	1069.08	941.88	960.065	1060.98	722.995	884.768	805.634	837.543	740.063	707.666	502.134	1190.72	1151.15	811.4	686.216	726.84	876.062	1561.94	883.995
STX6|10228	1691.41	1513.21	1830.26	1659.4	2096.03	2170.9	1282.24	1326.94	1232.87	1627.53	1282.15	2272.52	1494.2	1928.31	1549.52	1489.98	1445.93	1844.85	1798.44	1714.65	1940.7	1509
STX7|8417	1582.09	1038.66	1058.19	1660.18	1405.13	1134.36	1319.04	660.428	1123.18	1126.85	1779.31	1796.85	622.055	789.274	783.713	1357.3	1592.62	850.627	822.519	711.644	1307.74	1101.21
STX8|9482	322.772	379.792	241.379	221.82	308.262	306.541	293.966	211.765	143.929	128.914	250.465	207.571	268.222	162.328	202.543	352.591	281.643	243.108	109.422	144.928	218.71	264.627
STXBP1|6812	2481.79	2666.67	2042.39	1477.43	1205.13	2364.57	1331.29	5045.99	3703.75	1719.05	1695.29	1329.97	3820.15	3263.15	1084.4	1037.87	599.329	2375.44	648.606	2616.69	1597.42	1577.67
STXBP2|6813	1548.42	2224.17	1865.66	2730.52	3111.68	1801.23	1479.12	2285.03	1406.62	2644.42	1628.29	1296.53	1759.24	1146.88	2945.78	1845.11	1145.85	2229.07	2865.07	1044.98	2932.26	1787.49
STXBP3|6814	696.375	739.766	734.914	602.127	992.593	672.126	735.759	592.513	694.481	573.222	740.229	722.398	605.889	712.078	378.145	1060.33	791.283	618.045	806.66	980.51	707.097	645.595
STXBP4|252983	149.314	294.997	204.023	187.16	130.484	139.521	110.237	78.6096	197.792	148.511	112.736	183.596	227.438	225.335	39.4502	211.249	88.0134	296.742	336.197	149.425	111.613	139.207
STXBP5|134957	415.538	159.194	331.882	437.949	216.524	264.847	388.153	291.423	211.475	146.652	462.111	567.117	378.01	115.902	176.771	632.149	603.52	251.629	205.101	213.868	160.542	469.139
STXBP5L|9515	4.4476	0	1.4368	8.5073	0	0	0	0	0	2.1435	10.6355	30.2839	0	0.2405	43.2991	0	0.8382	0	0.5286	0	0	0.6725
STXBP6|29091	17.7906	12.3457	33.7644	11.343	3.4188	6.8749	25.3419	3.2086	40.1766	24.8029	15.4214	64.9842	8.4508	11.5433	6.2543	7.6539	3.3529	57.6441	8.9864	6.9965	7.7419	16.4761
STYK1|55359	226.195	87.7193	35.2011	49.7834	125.356	187.645	148.25	155.08	135.541	233.331	163.786	129.969	7.3486	288.102	236.22	187.266	202.012	53.6341	215.673	9.4953	1.2903	212.172
STYX|6815	615.046	545.809	468.391	368.019	359.544	664.847	556.677	307.487	577.483	308.046	697.687	745.11	874.846	688.27	485.43	582.72	895.222	531.83	856.879	1104.95	307.742	844.654
STYXL1|51657	411.725	889.214	652.299	770.067	1013.11	535.841	802.915	401.604	319.647	444.308	615.794	507.886	670.923	511.273	1535.19	611.805	1012.57	807.519	864.279	671.164	684.516	1030.6
SUB1|10923	2446.21	3625.08	1854.89	1845.14	2748.15	2381.96	2562.91	2249.73	3446.36	1639.75	2567.4	2330.6	1813.99	1510.97	2481.52	2518.15	2667.23	2046.12	3370.42	2309.85	2438.71	1722.26
SUCLA2|8803	713.88	811.719	802.852	601.894	521.162	676.336	601.063	429.096	649.996	514.072	784.999	653.729	436.853	390.95	444.373	608.759	682.523	672.947	515.449	801.264	204.923	427.74
SUCLG1|8802	1333.66	1970.76	1440.37	932.966	1324.22	1605.5	1150.94	2152.41	1346.14	1164.51	1198.09	1028.39	1166.22	938.856	858.764	961.845	1078.79	1492.73	1338.97	1206.4	1021.94	804.976
SUCLG2|8801	2897.96	3248.21	1715.52	2195.83	1025.07	2073.8	968.06	1567.91	3054.75	966.394	2801.91	2043.53	2053.55	3141.95	1414.92	2135.45	1264.88	1763.91	1388.66	1231.88	687.742	1047.07
SUCNR1|56670	30.4982	28.9149	5.7471	7.2469	18.8034	9.3014	14.7828	5.8824	4.415	48.6871	4.786	54.8896	1.1023	6.0121	1.9244	34.6979	5.8676	25.0627	19.03	790.605	2.5806	82.0444
SUDS3|64426	1901.05	688.434	716.236	487.751	721.937	1732.89	923.289	1473.26	1041.06	969.456	1654.88	1182.33	1384.84	2016.23	1425.5	1040.43	1284.16	923.308	790.802	986.007	472.903	1442.84
SUFU|51684	559.133	359.649	631.466	527.767	418.234	489.738	631.435	456.15	446.799	567.098	488.7	733.123	596.336	265.015	179.451	417.905	564.962	671.178	405.973	643.178	369.032	549.092
SUGT1|10910	509.574	725.146	568.247	692.871	870.086	658.781	648.33	362.032	550.11	351.833	584.419	411.987	484.27	337.642	508.523	534.245	750.21	1776.94	1026.03	868.066	401.935	401.143
SUGT1L1|283507	18.3434	38.9246	44.2457	22.3742	26.5014	14.9024	18.8924	34.7487	62.7903	41.0442	31.2683	20.4353	37.3454	15.1266	25.4791	25.0182	14.5096	31.8045	24.1628	66.2769	49.7548	21.234
SUGT1P1|441394	5.7184	1.9493	2.1552	2.2056	3.4188	1.6176	3.3789	9.6257	3.532	27.5588	1.0635	5.0473	4.4091	0.7215	0	2.0411	0.8382	1.5038	8.9864	8.4958	4.5161	9.4149
SULF1|23213	8601.12	1249.84	366.379	2330.68	2660.4	4773.23	7647.76	1136.9	1090.51	3213.04	1411.33	5591.8	1749.32	716.888	1418.77	17648.5	10916.2	303.258	1600.63	2772.11	282.581	6293.21
SULF2|55959	2838.87	319.038	205.46	878.456	839.316	956.425	3509.01	702.139	463.576	488.402	649.827	911.041	788.5	271.508	969.418	2401.81	4320.2	310.777	243.69	949.525	436.774	1478.82
SULT1A1|6817	251.61	1410.98	452.586	1043.25	797.151	175.917	145.293	620.856	898.455	724.489	299.92	281.388	345.015	549.029	346.392	189.818	139.145	668.672	1510.77	158.921	451.613	279.422
SULT1A2|6799	80.6931	245.939	99.8563	70.8941	201.709	69.9626	37.1681	59.3583	166.446	160.147	93.0604	40.3785	74.2204	241.688	12.0275	3.0616	15.088	91.2281	269.592	31.4843	98.7097	94.1493
SULT1A3|6818	542.149	1269.04	1084.54	1254.06	406.98	1408.21	638.62	597.08	853.545	871.353	1018.4	568.763	852.106	1834.5	884.874	274.848	1170.3	669.413	704.385	213.094	1309.59	589.442
SULT1B1|27284	6.3538	3.5737	0	4.0961	1.7094	2.4264	2.1118	0	1.766	0.9186	4.2542	8.2019	4.4091	1.2024	0	1.0205	1.6764	0.5013	1.0572	0	0.6452	2.69
SULT1C2|6819	291.639	70.5003	327.586	10.0827	150.997	90.183	163.033	64.7059	467.108	424.405	79.766	362.145	64.2999	63.2478	69.7596	14.7976	3.3529	173.434	336.725	169.915	1425.81	57.8346
SULT1C3|442038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1C4|27233	44.4765	18.1936	38.7931	39.3856	7.4074	23.8601	57.0192	13.369	24.7241	22.3532	19.1438	36.5931	33.0685	14.9101	15.8763	17.3489	35.2054	22.0551	13.7439	10.4948	11.6129	35.306
SULT1E1|6783	4.4476	1.9493	2.1552	0.3151	2.849	0.8088	5.4907	0.5348	11.0375	51.443	1.5953	40.3785	1.4697	1.4429	0	0	0	0	0	1.999	0.6452	0.3362
SULT2A1|6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT2B1|6820	123.263	87.3944	156.609	138.637	1292.31	49.7422	134.312	290.374	35.3201	428.692	449.349	121.767	115.74	16.353	6.7354	141.343	891.869	139.348	842.077	5.4973	197.419	207.465
SULT4A1|25830	2.5415	0.6498	0.7184	1.2603	0.5698	0	1.6895	0.5348	18.543	63.6913	0.5318	8.2019	2.9394	0.2405	2.4055	29.5952	2.5147	0	0	1.999	3.2258	30.9348
SULT6B1|391365	0	0	0	0	0	0	0	0	0	0	0.5318	0	0	0	0	0	0	0	0	0	0	0
SUMF1|285362	897.79	1115.01	673.132	1557.78	1236.47	1127.09	870.916	1467.38	1320.09	1183.8	1216.17	908.517	1439.58	1382.07	2168.8	1054.2	737.636	974.937	989.031	587.206	598.064	812.038
SUMF2|25870	3545.41	7100.71	7276.58	9010.79	2511.11	3284.6	4346.98	1178.61	4981.02	2174.08	4673.76	4743.85	4826.53	5785.85	8716.58	4965.37	2470.24	4597.49	3397.38	5284.36	7568.39	2846.67
SUMO1|7341	2488.14	2516.57	2015.8	1778.65	3270.09	1981.6	1567.82	1789.3	2280.35	2169.79	2565.28	2156.47	2261.15	1864.25	3630.38	2015.54	2992.46	2487.22	4032.77	2495.75	1931.61	2090.45
SUMO1P1|391257	0	0.9747	0	0	3.4188	0.8088	1.6895	1.0695	0	1.2248	0	0.6309	1.1023	0	0.9622	2.0411	0.8382	1.0025	1.0572	0.4998	0.6452	2.3537
SUMO1P3|474338	266.224	211.826	151.581	142.103	328.205	216.358	165.145	118.717	193.819	212.815	254.188	238.486	188.858	171.947	325.224	154.61	259.849	244.11	366.327	237.881	157.419	195.696
SUMO2|6613	3384.66	4258.28	2474.14	2482.55	5211.97	3202.91	3481.97	2993.05	2188.52	3895.58	3305.5	2763.41	3603.37	2588.83	2886.6	3180.98	4515.51	3678.7	7550.68	3163.92	3167.74	2837.59
SUMO3|6612	1658.34	3184.54	1858.48	1569.12	2522.51	982.307	3010.19	1104.28	1281.68	1599.02	1929.27	2384.23	1565.98	1085.55	950.655	2027.27	3399.83	1600	1483.81	5642.18	2980.65	1945.53
SUMO4|387082	0.6354	0	1.4368	0.3151	1.1396	2.4264	0.4224	1.6043	0.4415	0.6124	0	0	0.7349	0.2405	0.9622	3.0616	2.5147	0.5013	1.5858	0	0.6452	0.6725
SUN1|23353	2138.05	1411.82	1918.1	1607.25	1360.67	2206.04	1831.8	3917.65	2455.63	2422.85	1686.79	2286.44	2901.32	3669.81	4204.48	5421.54	1979.04	2583.46	1726.44	2693.65	4210.89	2877.01
SUN2|25777	3653.43	1862.25	2947.56	4019.85	2953.28	2339.91	3699.49	2188.24	2186.31	2496.21	2404.15	2792.43	1934.88	2183.37	1869.56	3456.52	2373.01	2469.17	1642.39	1954.52	2415.48	4229.32
SUN3|256979	8.2599	0	0.7184	0.6302	0	0	0	0	0	89.7191	0	0.6309	0.3674	0	0	74.4983	0.8382	0	0.5286	0.4998	1.2903	0
SUN5|140732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUOX|6821	454.931	735.867	1259.34	644.978	559.544	647.053	587.087	1220.86	889.183	1478.37	1104.49	543.849	679.374	941.983	443.094	293.911	504.61	733.333	496.894	938.031	885.807	522.865
SUPT16H|11198	2598.7	1696.23	2426.01	1954.16	1639.32	3271.66	2119.43	1485.56	1363.36	2337.29	2954	2625.87	3412.3	3307.64	6240.84	2584.48	3072.09	2524.81	3186.47	2993.5	2239.35	2245.12
SUPT3H|8464	109.921	222.872	98.4195	96.1008	116.239	169.043	76.448	92.5134	90.9492	172.702	96.7828	50.4732	279.98	190.705	113.54	178.592	119.866	247.619	125.281	120.44	85.1613	89.1056
SUPT4H1|6827	1203.74	1924.24	1175.23	905.84	2054.62	1148.25	1202.7	1446.42	1257.38	1906.62	1322.46	1122.9	1335.93	1015.45	1113.2	1681.81	840.687	1431.41	2506.6	1274.66	1059.94	1117.75
SUPT5H|6829	3045.37	2973.68	4276.58	6049	4410.26	2833.69	2973.02	5102.14	3613.69	6092.02	4398.83	3041.01	3794.43	5229.12	5858.84	4102	2483.65	2401.5	4434.52	3519.74	5534.84	4434.1
SUPT6H|6830	3199.13	1894.74	3395.11	3729.34	3258.69	2774.64	3593.48	2955.61	3058.72	4199.95	3250.2	2700.95	4164.43	5325.8	2876.98	3068.72	2025.98	3342.86	3413.24	3404.3	5605.81	3553.8
SUPT7L|9913	943.537	1064.98	952.586	891.69	1027.35	1371.75	1173.75	1232.09	1550.11	1439.79	814.395	1076.34	1597.58	862.863	1012.72	856.221	901.09	905.474	2116.56	1102.45	1109.03	1213.85
SUPV3L1|6832	365.978	395.712	424.569	517.054	276.353	471.54	440.949	597.326	553.201	451.351	365.86	589.905	642.631	707.509	618.695	656.198	509.64	620.551	417.603	657.671	370.968	449.563
SURF1|6834	712.259	1857.37	1425.29	1815.52	1067.24	894.146	741.672	803.209	1217.66	806.553	650.891	729.337	1087.22	1034.57	1731.96	461.277	528.081	830.576	756.442	461.269	1132.9	658.373
SURF2|6835	191.884	332.359	263.649	347.853	384.615	210.292	175.704	220.856	221.192	182.5	168.572	138.17	265.65	206.337	411.341	158.181	171.836	219.549	190.3	208.896	425.161	171.822
SURF4|6836	9557.36	10405.5	11067.5	12848.8	8433.05	8119.3	6920.44	8080.75	9988.52	6141.93	9797.39	9524.92	8853.91	6054.23	13512.2	6930.39	6904.44	7347.87	6344.39	5027.49	7476.77	9233.02
SURF6|6838	533.083	684.86	770.833	1204.25	806.268	696.391	559.633	635.294	773.068	563.73	654.613	593.691	878.888	869.116	1487.56	487.301	529.757	870.677	399.63	493.753	1481.29	714.19
SUSD1|64420	578.83	350.552	489.224	587.633	497.436	407.239	460.8	454.546	496.247	339.279	444.031	570.978	268.222	274.875	181.375	485.77	268.231	240.601	290.207	181.909	92.9032	841.964
SUSD2|56241	433.328	1993.18	7694.68	12238.2	7594.3	274.593	1858.4	636.364	2117.88	611.498	1229.46	1794.32	518.808	1463.84	230.447	171.958	146.689	6552.38	2365.01	3108.95	36311.6	1187.29
SUSD3|203328	141.054	50.0325	37.3563	28.9878	158.405	107.573	117.417	18.1818	56.5121	69.5093	45.7325	83.2808	13.2274	24.2891	50.0345	148.486	46.1023	101.754	96.7358	192.904	66.4516	193.342
SUSD4|55061	29.8628	390.513	322.558	94.8405	323.077	207.461	86.5847	623.529	72.8477	227.207	49.9867	63.0915	114.638	65.6526	89.9658	16.8387	18.4409	876.191	359.984	868.566	467.097	75.9919
SUSD5|26032	234.455	45.1592	42.3851	171.091	84.3305	44.4849	27.4537	242.246	17.66	73.49	21.2709	94.6372	102.145	17.315	84.1926	54.0878	122.381	27.0677	25.3733	14.4928	14.8387	76.3282
SUV39H1|6839	170.917	137.427	130.747	126.034	159.544	215.549	251.729	298.396	138.19	304.371	344.057	213.249	131.539	175.314	218.901	165.325	465.214	226.065	291.793	171.914	170.968	320.108
SUV39H2|79723	179.812	183.886	122.845	166.05	95.1567	186.837	238.636	213.369	200.441	192.299	188.248	406.309	168.282	294.595	288.179	241.354	300.084	110.777	238.404	186.407	103.226	222.932
SUV420H1|51111	1406.09	935.673	992.816	772.588	651.282	1502.78	925.401	1413.37	1018.1	873.612	1393.78	866.246	1640.2	1040.82	1247.49	1141.97	1517.18	784.461	918.726	1034.98	762.581	881.641
SUV420H2|84787	74.3393	124.107	147.27	63.9622	152.707	161.763	86.5847	413.369	230.464	288.142	139.856	106.625	119.781	197.439	410.86	58.1699	60.3521	124.812	115.237	137.931	297.419	309.348
SUZ12|23512	1465.18	653.671	815.374	692.871	735.043	1119	924.134	708.556	769.978	1102.66	1098.64	1214.51	1498	1992.42	519.107	1259.33	1208.72	928.822	1133.87	1218.39	663.226	1224.95
SUZ12P|440423	96.5775	117.609	84.0517	32.4537	106.553	252.351	138.113	128.342	148.344	335.911	65.9399	73.817	332.89	258.041	127.01	106.645	56.9992	77.6942	241.575	148.925	176.129	145.595
SV2A|9900	120.087	24.0416	26.5805	51.0437	63.8177	297.24	122.063	411.765	39.7351	146.368	54.2409	88.3281	875.581	31.9846	20.6873	279.624	170.159	22.5564	22.7303	469.765	21.2903	114.66
SV2B|9899	24.1444	12.6706	8.6207	25.2068	20.5128	15.7719	62.9323	14.4385	10.1545	24.1905	6.9131	31.5457	4.0417	2.6453	12.5086	61.7418	107.293	16.5414	5.2861	24.4878	11.6129	56.8258
SV2C|22987	0	0	0	0.3151	0	0	0.8447	0	0.4415	0	2.1271	1.2618	0	0.2405	0	0	0	0.5013	0	0.4998	0.6452	0
SVEP1|79987	639.102	100.244	398.441	889.645	180.627	205.844	583.695	114.84	179.559	496.07	215.9	589.792	274.862	207.412	21.943	1246.3	1202.29	638.441	137.893	123.338	269.342	594.751
SVIL|6840	2681.34	1103.21	2026.26	2794.62	1915.5	1028.3	1598.75	2296.66	404.795	1755.81	1675.5	2092.65	1670.26	886.243	2453.66	3847.3	1799.56	980.812	1492.23	1918.9	1193.38	3026.99
SVIP|258010	399.018	553.606	244.253	310.989	495.157	570.215	304.947	431.016	363.797	284.161	618.452	326.183	291.37	224.854	444.537	154.61	367.142	276.692	384.829	432.284	320	468.729
SVOP|55530	0.6354	0	0	0	0	0	0	0	0	0	0	2.5237	0.7349	0.2405	0.4811	0	0.8382	0	0	0	1.2903	0
SVOPL|136306	1.9061	1.2995	66.092	140.213	0	7.6838	5.9131	8.5561	1.3245	2.4497	0.5318	17.0347	2.2046	6.7336	22.1306	0	25.1467	37.594	8.4578	28.4858	7.7419	4.7075
SWAP70|23075	3321.76	2322.94	2035.2	2705.32	1739.6	2310.79	1695.79	2018.72	1424.72	1866.34	2574.32	2247.32	645.203	1382.79	1437.53	1600.18	2139.98	1858.15	1173.52	2830.58	3009.03	1596.17
SYAP1|94056	1494.41	1150.1	1450.43	1018.04	1154.42	1328.48	1254	1555.08	1592.49	1054.28	2545.07	1228.39	1452.08	1463.12	1517.39	888.367	1637.05	1254.64	1624.42	729.135	1818.06	923.672
SYBU|55638	78.7869	1087.26	9796.7	7106.73	180.057	132.241	107.281	1045.45	847.241	323.769	434.991	1193.43	2227.35	61.5644	359.382	55.1084	59.5138	60.1504	246.291	52.4738	432.258	125.757
SYCE1|93426	0.6354	0	0	0	0	0	2.3441	0	6.1457	2.171	0	4.1325	2.8623	0.7215	0	0.2857	0	0.5013	0	0	0	0.3362
SYCE1L|100130958	10.8014	1.6244	4.3103	1.8905	7.9772	10.1102	0.4224	64.7059	25.1656	46.8621	10.1037	5.0473	105.154	5.2907	141.444	1.0205	15.9262	20.0501	5.2861	3.998	9.0323	8.4062
SYCE2|256126	8.2599	2.5991	2.8736	0.6302	5.1282	4.0441	3.3789	7.4866	3.0905	8.88	9.5719	5.6782	4.0417	3.8478	9.622	1.0205	18.4409	3.5088	16.9156	1.4993	0	11.7687
SYCN|342898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCP1|6847	0	0	0	0	0	0	0	0	0	0	0.5318	0	0	0	0	0	0	0	0	0	0	0
SYCP2|10388	5.7184	9.4217	4.3103	15.7542	21.0826	19.816	24.0748	11.2299	64.0177	319.682	14.8897	10.0946	33.8034	134.432	40.4124	12.7566	74.6018	21.0526	112.594	197.401	485.807	299.596
SYCP2L|221711	47.6534	91.6179	4.3103	4.4112	0	0.8088	19.8511	53.4759	16.3355	12.8608	3.7224	3.7855	45.9285	2.6453	52.44	0	1.7267	0.5013	1.0572	0.9995	1.2903	1.0087
SYCP3|50511	0	0	0	0	0	0.4368	0	0	0	0.787	1.1433	0	0.9333	1.7868	0	0.546	0	0	0	1.0945	0	0
SYDE1|85360	390.758	122.157	183.908	196.613	217.094	213.932	430.812	168.449	157.174	175.151	135.602	231.546	244.339	71.4243	117.388	346.468	752.724	227.569	113.651	191.404	165.806	441.493
SYDE2|84144	64.8086	80.8967	178.161	129.815	25.641	36.8011	61.2429	53.4759	35.3201	82.3701	56.8998	90.2208	95.1638	157.999	34.1581	163.284	72.9254	142.857	150.125	112.944	102.581	72.2932
SYF2|25949	855.22	1395.06	1242.82	1265.7	1912.25	1146.09	889.922	704.278	1039.74	1121.34	1107.15	880.126	770.496	966.272	830.861	1122.58	841.576	1099.25	1153.43	853.073	1173.55	648.285
SYK|6850	1607.51	931.774	1147.27	1139.35	2510.54	1248	1328.76	1749.73	1458.28	1417.74	899.761	2176.66	673.495	489.389	1487.08	1547.63	532.272	1739.35	1034.49	493.253	800.645	1873.57
SYMPK|8189	2077.69	1547.43	2098.42	2047.11	1728.77	1731.27	2221.64	3643.85	1711.7	3593.97	2127.09	1204.42	2143.94	1946.01	2305.43	1984.92	1424.98	1405.01	2637.24	2760.62	1683.87	1775.39
SYN1|6853	55.2779	9.0968	10.7759	51.989	34.7578	19.4116	43.9259	313.369	20.3091	24.1905	22.3345	26.4984	16.1668	12.0243	17.8007	15.3079	25.1467	9.5238	7.4006	14.9925	16.7742	31.6073
SYN2|6854	0	0.6498	1.4368	0.9453	0.5698	0.8088	7.1802	0.5348	3.9735	3.0621	1.5953	13.2492	0.7349	0.481	0	1.0205	0	12.5313	1.5858	3.4983	8.3871	1.6812
SYN3|8224	11.4368	7.1475	2.1552	2.5207	0.5698	4.0441	1.2671	1.0695	15.011	3.0621	12.7626	1.8927	14.6971	40.4016	3.3677	5.6129	5.0293	7.5188	5.2861	108.945	0.6452	8.0699
SYNC|81493	145.813	42.5309	526.94	326.188	1240.47	102.841	393.23	75.508	197.638	128.549	81.0955	171.987	392.06	15.2155	70.7266	240.487	159.329	135.684	101.345	39.6802	64.3355	89.7747
SYNCRIP|10492	3904.4	1965.24	2117.1	2396.53	3573.79	3107.47	3598.97	1785.03	2702.43	2325.65	3682	4654.26	5408.17	3065.95	2783.17	4191.81	5045.26	2870.18	3062.77	3019.49	2800	3595.49
SYNE1|23345	2353.44	1853.15	2295.98	2466.8	2151	1044.18	2390.16	968.449	1139.51	3296.03	1733.05	4082.65	1445.83	1477.54	1780.07	1609.88	953.059	5336.84	1387.6	1425.79	3049.68	1898.45
SYNE2|23224	2629.83	1689.08	6114.22	2649.23	1488.32	2703.06	2474.63	2334.76	2387.64	2180.82	3529.91	2852.37	2726.68	5961.16	1924.4	871.529	2618.61	2652.63	2307.39	6131.43	4922.58	2487.9
SYNGAP1|8831	179.812	83.1709	137.213	222.45	110.541	406.026	313.817	358.824	265.784	271.913	161.127	138.17	288.798	302.772	159.725	164.815	218.776	214.536	185.542	511.744	175.484	247.478
SYNGR1|9145	100.199	33.2976	45.8908	62.3395	42.6211	84.7599	95.0827	42.5882	399.126	50.7173	101.781	79.817	41.2658	64.1833	38.3197	57.2464	184.409	49.0226	69.5229	393.803	61.9355	57.5488
SYNGR2|9144	4383.48	8862.25	8080.46	7948.64	21167.5	5742.59	7595.38	9157.75	4147.46	7349.92	10939.6	5877.6	4868.79	4790	4253.41	5999.16	4206.2	7903.76	15094.5	8119.94	12696.1	6312.04
SYNGR3|9143	164.563	12.0208	14.3678	23.0012	19.943	47.7201	50.6838	147.594	221.192	42.563	23.398	35.9621	17.2691	10.1004	363.231	22.9618	20.9556	6.015	76.6486	17.4913	69.6774	37.996
